
File name: ../temperature/131_20210302T000000_A.DBD

DTDT #1 start: 0x8 size: 0x1fc158

HDR1 start: 0x10 size: 0x48
Job:         BASELOG
Schedule:    A  "temp_humid_log_l"
Serial num:  097165
Timezone:    none
SHA-1:       191149237b2fb88135aaf81afef43434a7955e8a

DHDR start: 0x60 size: 0x100
Oldest record:      0x0
Newest record:      0xcb32
Bytes/record:       0x28
DataPoints/record:  0x3
Channel map:
   0: 1PT385  name:"1PT385"  units:"degC"  fmt:"F1"  prefix:0x0810
   1: 3*V  name:"3*V"  units:"mV"  fmt:"F1"  prefix:0x0810
   2: 3+V  name:"3+V"  units:"mV"  fmt:"F1"  prefix:0x0810

DATA start: 0x168 size: 0x1fbff8
"Timestamp","1PT385 (degC)","3*V (mV)","3+V (mV)"
2020/03/05 14:50:00.0150, 24.9, 329.2, 338.8
2020/03/05 15:00:00.0164, 24.8, 232.7, 329.6
2020/03/05 15:10:00.0018, 24.7, 327.1, 339.4
2020/03/05 15:20:00.0038, 24.5, 182.7, 304.7
2020/03/05 15:30:00.0006, 24.7, 188.6, 308.3
2020/03/05 15:40:00.0006, 24.7, 189.8, 309.1
2020/03/05 15:50:00.0005, 24.5, 191.2, 310.9
2020/03/05 16:00:00.0004, 24.5, 189.9, 309.7
2020/03/05 16:10:00.0005, 24.7, 189.7, 309.2
2020/03/05 16:20:00.0005, 24.6, 189.6, 309.3
2020/03/05 16:30:00.0022, 24.6, 189.7, 309.4
2020/03/05 16:40:00.0004, 24.4, 190.0, 310.4
2020/03/05 16:50:00.0004, 24.6, 189.4, 309.5
2020/03/05 17:00:00.0005, 24.7, 390.4, 339.5
2020/03/05 17:10:00.0005, 25.2, 376.9, 338.1
2020/03/05 17:20:00.0005, 25.2, 276.5, 335.1
2020/03/05 17:30:00.0005, 25.3, 279.4, 334.9
2020/03/05 17:40:00.0005, 25.4, 284.5, 335.1
2020/03/05 17:50:00.0035, 25.5, 291.7, 335.0
2020/03/05 18:00:00.0049, 25.6, 280.9, 334.9
2020/03/05 18:10:00.0004, 25.6, 289.7, 334.8
2020/03/05 18:20:00.0005, 25.5, 280.7, 334.4
2020/03/05 18:30:00.0005, 25.6, 287.3, 334.0
2020/03/05 18:40:00.0006, 25.7, 279.1, 333.8
2020/03/05 18:50:00.0005, 25.7, 277.3, 333.8
2020/03/05 19:00:00.0011, 25.7, 278.2, 334.0
2020/03/05 19:10:00.0031, 25.6, 287.6, 334.0
2020/03/05 19:20:00.0049, 25.6, 278.4, 334.0
2020/03/05 19:30:00.0068, 25.6, 278.2, 334.2
2020/03/05 19:40:00.0004, 25.6, 285.6, 334.1
2020/03/05 19:50:00.0006, 25.6, 278.8, 334.3
2020/03/05 20:00:00.0004, 25.5, 278.0, 334.1
2020/03/05 20:10:00.0005, 25.8, 279.7, 333.9
2020/03/05 20:20:00.0009, 25.6, 277.4, 334.2
2020/03/05 20:30:00.0033, 25.5, 277.7, 334.4
2020/03/05 20:40:00.0050, 25.5, 287.0, 334.4
2020/03/05 20:50:00.0072, 25.5, 278.4, 334.4
2020/03/05 21:00:00.0087, 25.6, 278.4, 334.0
2020/03/05 21:10:00.0004, 25.6, 277.2, 334.5
2020/03/05 21:20:00.0005, 25.5, 285.5, 334.5
2020/03/05 21:30:00.0004, 25.5, 280.1, 334.5
2020/03/05 21:40:00.0009, 25.6, 277.3, 334.2
2020/03/05 21:50:00.0063, 25.6, 277.1, 334.3
2020/03/05 22:00:00.0049, 25.6, 279.0, 334.3
2020/03/05 22:10:00.0070, 25.5, 280.6, 334.4
2020/03/05 22:20:00.0094, 25.6, 277.2, 334.2
2020/03/05 22:30:00.0110, 25.6, 277.1, 334.0
2020/03/05 22:40:00.0006, 25.6, 279.4, 333.6
2020/03/05 22:50:00.0004, 25.6, 277.1, 333.6
2020/03/05 23:00:00.0023, 25.7, 278.8, 333.5
2020/03/05 23:10:00.0029, 25.8, 278.0, 333.1
2020/03/05 23:20:00.0046, 25.8, 276.5, 333.2
2020/03/05 23:30:00.0066, 25.7, 280.0, 333.2
2020/03/05 23:40:00.0087, 25.8, 276.9, 333.3
2020/03/05 23:50:00.0107, 25.8, 276.5, 333.5
2020/03/06 00:00:00.0131, 25.9, 277.5, 333.1
2020/03/06 00:10:00.0006, 25.9, 278.6, 333.2
2020/03/06 00:20:00.0013, 25.8, 276.6, 333.3
2020/03/06 00:30:00.0033, 25.9, 277.4, 333.3
2020/03/06 00:40:00.0052, 25.8, 276.5, 333.3
2020/03/06 00:50:00.0076, 25.8, 277.5, 333.6
2020/03/06 01:00:00.0093, 25.8, 276.7, 333.3
2020/03/06 01:10:00.0118, 25.8, 276.9, 333.3
2020/03/06 01:20:00.0137, 25.9, 279.3, 333.1
2020/03/06 01:30:00.0157, 25.8, 276.2, 333.4
2020/03/06 01:40:00.0017, 25.9, 276.3, 333.1
2020/03/06 01:50:00.0039, 26.0, 276.3, 333.1
2020/03/06 02:00:00.0060, 25.9, 279.6, 332.8
2020/03/06 02:10:00.0005, 26.0, 276.3, 332.7
2020/03/06 02:20:00.0004, 26.0, 276.7, 333.0
2020/03/06 02:30:00.0004, 25.9, 278.4, 333.0
2020/03/06 02:40:00.0004, 26.0, 279.1, 332.8
2020/03/06 02:50:00.0005, 26.0, 277.3, 332.9
2020/03/06 03:00:00.0016, 26.0, 276.5, 333.0
2020/03/06 03:10:00.0005, 25.9, 276.2, 333.3
2020/03/06 03:20:00.0006, 25.9, 276.1, 333.3
2020/03/06 03:30:00.0005, 26.0, 278.8, 333.2
2020/03/06 03:40:00.0004, 26.0, 278.2, 333.2
2020/03/06 03:50:00.0006, 26.0, 279.3, 333.1
2020/03/06 04:00:00.0005, 26.0, 278.2, 333.2
2020/03/06 04:10:00.0005, 26.0, 276.3, 333.3
2020/03/06 04:20:00.0018, 26.0, 276.2, 333.1
2020/03/06 04:30:00.0039, 26.0, 276.2, 333.1
2020/03/06 04:40:00.0005, 26.1, 276.3, 333.0
2020/03/06 04:50:00.0004, 26.0, 277.8, 333.0
2020/03/06 05:00:00.0006, 26.1, 276.0, 332.8
2020/03/06 05:10:00.0006, 26.1, 276.1, 332.9
2020/03/06 05:20:00.0006, 26.1, 377.0, 335.9
2020/03/06 05:30:00.0006, 26.0, 367.1, 336.0
2020/03/06 05:40:00.0018, 25.9, 359.8, 336.2
2020/03/06 05:50:00.0040, 25.9, 373.9, 336.3
2020/03/06 06:00:00.0062, 25.8, 356.3, 336.4
2020/03/06 06:10:00.0005, 25.8, 383.3, 336.4
2020/03/06 06:20:00.0005, 25.2, 365.3, 338.5
2020/03/06 06:30:00.0006, 24.8, 358.9, 338.6
2020/03/06 06:40:00.0005, 24.5, 373.3, 339.1
2020/03/06 06:50:00.0004, 24.6, 366.9, 339.8
2020/03/06 07:00:00.0028, 24.6, 364.2, 339.1
2020/03/06 07:10:00.0052, 24.7, 354.5, 339.6
2020/03/06 07:20:00.0073, 24.7, 362.4, 338.8
2020/03/06 07:30:00.0096, 24.5, 353.1, 339.3
2020/03/06 07:40:00.0006, 24.6, 361.0, 339.4
2020/03/06 07:50:00.0005, 24.6, 371.1, 339.3
2020/03/06 08:00:00.0006, 24.6, 357.1, 339.2
2020/03/06 08:10:00.0013, 24.6, 355.7, 338.9
2020/03/06 08:20:00.0033, 24.3, 353.9, 339.5
2020/03/06 08:30:00.0049, 24.5, 349.9, 339.4
2020/03/06 08:40:00.0070, 24.3, 353.5, 340.4
2020/03/06 08:50:00.0089, 24.3, 367.8, 340.0
2020/03/06 09:00:00.0109, 24.4, 353.3, 339.6
2020/03/06 09:10:00.0004, 24.2, 362.7, 340.3
2020/03/06 09:20:00.0004, 24.4, 352.0, 339.7
2020/03/06 09:30:00.0007, 24.3, 352.6, 340.0
2020/03/06 09:40:00.0028, 24.3, 360.1, 340.0
2020/03/06 09:50:00.0055, 24.5, 357.7, 339.8
2020/03/06 10:00:00.0077, 24.3, 357.8, 340.0
2020/03/06 10:10:00.0104, 24.5, 351.8, 339.7
2020/03/06 10:20:00.0116, 24.2, 370.5, 340.5
2020/03/06 10:30:00.0137, 24.4, 183.4, 304.4
2020/03/06 10:40:00.0005, 24.5, 367.4, 339.3
2020/03/06 10:50:00.0015, 24.5, 349.9, 339.5
2020/03/06 11:00:00.0038, 24.3, 363.9, 339.6
2020/03/06 11:10:00.0057, 24.4, 356.7, 339.8
2020/03/06 11:20:00.0079, 24.1, 351.4, 340.3
2020/03/06 11:30:00.0100, 24.3, 368.2, 339.6
2020/03/06 11:40:00.0126, 24.2, 357.0, 340.0
2020/03/06 11:50:00.0142, 24.1, 358.0, 340.0
2020/03/06 12:00:00.0167, 24.0, 355.6, 341.0
2020/03/06 12:10:00.0017, 24.9, 184.2, 303.2
2020/03/06 12:20:00.0004, 24.3, 371.0, 340.4
2020/03/06 12:30:00.0006, 24.4, 349.1, 339.4
2020/03/06 12:40:00.0004, 24.4, 187.1, 307.7
2020/03/06 12:50:00.0005, 24.4, 184.5, 306.3
2020/03/06 13:00:00.0006, 24.7, 185.8, 306.8
2020/03/06 13:10:00.0004, 24.5, 186.3, 307.4
2020/03/06 13:20:00.0006, 24.6, 186.6, 307.6
2020/03/06 13:30:00.0017, 24.5, 186.9, 308.1
2020/03/06 13:40:00.0004, 24.6, 189.0, 309.7
2020/03/06 13:50:00.0004, 24.6, 188.9, 308.5
2020/03/06 14:00:00.0004, 24.4, 189.4, 310.6
2020/03/06 14:10:00.0005, 24.6, 190.1, 310.2
2020/03/06 14:20:00.0004, 24.4, 186.8, 308.4
2020/03/06 14:30:00.0004, 24.5, 189.3, 309.7
2020/03/06 14:40:00.0005, 24.4, 188.9, 309.5
2020/03/06 14:50:00.0020, 24.4, 188.0, 309.2
2020/03/06 15:00:00.0039, 24.5, 189.7, 310.1
2020/03/06 15:10:00.0006, 24.4, 188.6, 309.4
2020/03/06 15:20:00.0005, 24.4, 188.1, 309.5
2020/03/06 15:30:00.0005, 24.2, 187.7, 309.7
2020/03/06 15:40:00.0005, 24.5, 186.2, 308.4
2020/03/06 15:50:00.0006, 24.4, 359.7, 340.2
2020/03/06 16:00:00.0006, 24.3, 347.9, 339.9
2020/03/06 16:10:00.0021, 24.3, 351.3, 340.3
2020/03/06 16:20:00.0035, 24.5, 347.4, 339.8
2020/03/06 16:30:00.0057, 24.3, 351.0, 340.3
2020/03/06 16:40:00.0005, 24.1, 353.8, 340.8
2020/03/06 16:50:00.0004, 24.0, 360.1, 341.1
2020/03/06 17:00:00.0005, 24.3, 371.3, 340.4
2020/03/06 17:10:00.0005, 24.7, 352.8, 339.0
2020/03/06 17:20:00.0007, 24.9, 271.3, 335.4
2020/03/06 17:30:00.0031, 25.1, 275.1, 335.5
2020/03/06 17:40:00.0055, 25.2, 277.0, 335.4
2020/03/06 17:50:00.0077, 25.2, 277.6, 335.4
2020/03/06 18:00:00.0095, 25.3, 278.3, 335.2
2020/03/06 18:10:00.0005, 25.4, 276.5, 335.3
2020/03/06 18:20:00.0005, 25.4, 278.8, 334.4
2020/03/06 18:30:00.0005, 25.4, 276.3, 334.7
2020/03/06 18:40:00.0012, 25.5, 276.1, 334.4
2020/03/06 18:50:00.0033, 25.6, 276.4, 334.1
2020/03/06 19:00:00.0051, 25.5, 277.4, 334.4
2020/03/06 19:10:00.0073, 25.5, 276.4, 334.7
2020/03/06 19:20:00.0093, 25.5, 276.2, 334.5
2020/03/06 19:30:00.0118, 25.6, 278.9, 334.3
2020/03/06 19:40:00.0005, 25.5, 278.2, 334.6
2020/03/06 19:50:00.0004, 25.5, 276.1, 334.8
2020/03/06 20:00:00.0016, 25.6, 276.2, 334.4
2020/03/06 20:10:00.0042, 25.6, 276.1, 334.7
2020/03/06 20:20:00.0057, 25.6, 278.0, 334.0
2020/03/06 20:30:00.0077, 25.6, 278.5, 334.0
2020/03/06 20:40:00.0101, 25.7, 275.9, 333.7
2020/03/06 20:50:00.0118, 25.7, 277.0, 333.7
2020/03/06 21:00:00.0139, 25.7, 278.3, 333.9
2020/03/06 21:10:00.0004, 25.8, 276.8, 333.5
2020/03/06 21:20:00.0022, 25.7, 275.9, 333.9
2020/03/06 21:30:00.0038, 25.7, 276.6, 333.9
2020/03/06 21:40:00.0059, 25.7, 276.5, 333.5
2020/03/06 21:50:00.0077, 25.7, 276.4, 333.7
2020/03/06 22:00:00.0100, 25.7, 277.2, 333.9
2020/03/06 22:10:00.0116, 25.7, 275.9, 333.9
2020/03/06 22:20:00.0135, 25.7, 276.1, 334.0
2020/03/06 22:30:00.0157, 25.7, 278.0, 333.6
2020/03/06 22:40:00.0017, 25.6, 276.1, 334.1
2020/03/06 22:50:00.0034, 25.7, 276.3, 333.9
2020/03/06 23:00:00.0054, 25.7, 276.1, 333.8
2020/03/06 23:10:00.0006, 25.7, 276.5, 334.0
2020/03/06 23:20:00.0005, 25.7, 277.9, 333.6
2020/03/06 23:30:00.0004, 25.8, 276.2, 333.8
2020/03/06 23:40:00.0004, 25.8, 276.0, 333.5
2020/03/06 23:50:00.0006, 25.8, 276.0, 333.5
2020/03/07 00:00:00.0022, 25.9, 277.0, 333.5
2020/03/07 00:10:00.0004, 25.8, 276.1, 333.6
2020/03/07 00:20:00.0005, 25.9, 277.3, 333.4
2020/03/07 00:30:00.0005, 25.8, 276.2, 333.5
2020/03/07 00:40:00.0004, 25.8, 276.0, 333.8
2020/03/07 00:50:00.0005, 25.8, 277.3, 333.9
2020/03/07 01:00:00.0005, 25.7, 276.3, 333.9
2020/03/07 01:10:00.0007, 25.8, 275.9, 333.6
2020/03/07 01:20:00.0027, 25.8, 276.3, 333.8
2020/03/07 01:30:00.0050, 25.9, 276.3, 333.5
2020/03/07 01:40:00.0004, 25.8, 275.8, 333.6
2020/03/07 01:50:00.0006, 25.8, 276.0, 333.8
2020/03/07 02:00:00.0004, 25.8, 275.9, 333.6
2020/03/07 02:10:00.0005, 25.8, 276.3, 333.7
2020/03/07 02:20:00.0005, 25.9, 276.6, 333.6
2020/03/07 02:30:00.0013, 25.9, 276.0, 333.4
2020/03/07 02:40:00.0031, 26.0, 276.0, 333.2
2020/03/07 02:50:00.0052, 25.9, 275.9, 333.2
2020/03/07 03:00:00.0081, 26.0, 276.0, 333.5
2020/03/07 03:10:00.0006, 26.0, 275.9, 333.4
2020/03/07 03:20:00.0005, 25.9, 275.8, 333.5
2020/03/07 03:30:00.0006, 25.9, 277.4, 333.5
2020/03/07 03:40:00.0004, 25.9, 276.2, 333.9
2020/03/07 03:50:00.0018, 25.9, 275.9, 333.3
2020/03/07 04:00:00.0038, 25.9, 276.9, 333.5
2020/03/07 04:10:00.0063, 25.9, 276.2, 333.5
2020/03/07 04:20:00.0078, 25.8, 276.0, 333.1
2020/03/07 04:30:00.0105, 25.8, 278.2, 333.1
2020/03/07 04:40:00.0006, 25.8, 276.6, 333.2
2020/03/07 04:50:00.0004, 25.9, 275.8, 332.8
2020/03/07 05:00:00.0004, 25.9, 276.0, 332.8
2020/03/07 05:10:00.0023, 25.9, 276.5, 333.0
2020/03/07 05:20:00.0040, 25.9, 377.8, 336.0
2020/03/07 05:30:00.0072, 25.8, 351.9, 336.0
2020/03/07 05:40:00.0082, 25.8, 352.8, 336.2
2020/03/07 05:50:00.0103, 25.8, 363.0, 336.0
2020/03/07 06:00:00.0140, 25.8, 357.6, 336.3
2020/03/07 06:10:00.0004, 25.8, 357.9, 336.5
2020/03/07 06:20:00.0006, 25.7, 367.7, 336.5
2020/03/07 06:30:00.0026, 25.7, 361.5, 336.1
2020/03/07 06:40:00.0055, 25.7, 363.1, 336.2
2020/03/07 06:50:00.0072, 25.7, 351.6, 336.2
2020/03/07 07:00:00.0096, 25.6, 349.7, 336.4
2020/03/07 07:10:00.0115, 25.6, 355.3, 336.5
2020/03/07 07:20:00.0137, 25.6, 359.4, 336.6
2020/03/07 07:30:00.0161, 25.6, 339.0, 336.3
2020/03/07 07:40:00.0011, 25.5, 352.5, 336.6
2020/03/07 07:50:00.0034, 25.5, 333.3, 336.3
2020/03/07 08:00:00.0057, 25.5, 319.3, 336.0
2020/03/07 08:10:00.0004, 25.5, 320.5, 335.9
2020/03/07 08:20:00.0004, 25.5, 317.5, 335.8
2020/03/07 08:30:00.0004, 25.5, 297.7, 335.0
2020/03/07 08:40:00.0004, 25.5, 296.1, 335.0
2020/03/07 08:50:00.0004, 25.5, 269.3, 333.1
2020/03/07 09:00:00.0016, 25.5, 231.2, 326.7
2020/03/07 09:10:00.0006, 25.5, 342.6, 336.6
2020/03/07 09:20:00.0004, 25.5, 208.3, 317.5
2020/03/07 09:30:00.0004, 25.6, 297.1, 335.0
2020/03/07 09:40:00.0005, 25.6, 340.2, 336.4
2020/03/07 09:50:00.0004, 25.6, 327.5, 336.2
2020/03/07 10:00:00.0004, 25.6, -76.6, -109.8
2020/03/07 10:10:00.0004, 25.6, 331.7, 336.3
2020/03/07 10:20:00.0020, 25.6, 334.4, 336.3
2020/03/07 10:30:00.0031, 25.5, 337.6, 336.4
2020/03/07 10:40:00.0006, 25.6, 326.9, 335.7
2020/03/07 10:50:00.0004, 25.7, 291.4, 334.7
2020/03/07 11:00:00.0004, 25.7, 331.9, 335.9
2020/03/07 11:10:00.0004, 25.7, 333.0, 336.2
2020/03/07 11:20:00.0005, 25.6, 306.0, 335.2
2020/03/07 11:30:00.0005, 25.6, 307.9, 335.3
2020/03/07 11:40:00.0005, 25.6, 326.5, 335.9
2020/03/07 11:50:00.0037, 25.7, 286.3, 334.0
2020/03/07 12:00:00.0045, 25.6, 287.4, 334.1
2020/03/07 12:10:00.0005, 25.7, 305.9, 335.0
2020/03/07 12:20:00.0006, 25.7, 301.9, 335.0
2020/03/07 12:30:00.0006, 25.7, 345.6, 336.3
2020/03/07 12:40:00.0004, 25.7, 303.9, 335.3
2020/03/07 12:50:00.0006, 25.7, 307.4, 335.2
2020/03/07 13:00:00.0010, 25.7, 318.4, 335.5
2020/03/07 13:10:00.0027, 25.7, 319.9, 335.4
2020/03/07 13:20:00.0056, 25.7, 334.3, 336.0
2020/03/07 13:30:00.0067, 25.7, 338.7, 336.0
2020/03/07 13:40:00.0004, 25.7, 335.5, 336.0
2020/03/07 13:50:00.0005, 25.6, 330.2, 336.1
2020/03/07 14:00:00.0005, 25.7, 334.9, 336.0
2020/03/07 14:10:00.0005, 25.7, 354.1, 336.4
2020/03/07 14:20:00.0004, 25.7, 343.5, 336.3
2020/03/07 14:30:00.0028, 25.7, 348.1, 336.4
2020/03/07 14:40:00.0062, 25.6, 340.6, 336.2
2020/03/07 14:50:00.0070, 25.7, 344.9, 336.3
2020/03/07 15:00:00.0084, 25.6, 356.1, 336.6
2020/03/07 15:10:00.0004, 25.7, 346.2, 336.3
2020/03/07 15:20:00.0004, 25.6, 346.4, 336.3
2020/03/07 15:30:00.0005, 25.6, 356.2, 336.5
2020/03/07 15:40:00.0010, 25.6, 346.8, 336.5
2020/03/07 15:50:00.0026, 25.6, 366.5, 336.5
2020/03/07 16:00:00.0049, 25.7, 348.8, 336.6
2020/03/07 16:10:00.0078, 25.6, 352.4, 336.6
2020/03/07 16:20:00.0087, 25.7, 353.1, 336.5
2020/03/07 16:30:00.0110, 25.7, 370.4, 336.6
2020/03/07 16:40:00.0005, 25.7, 371.2, 336.5
2020/03/07 16:50:00.0006, 25.6, 360.1, 336.7
2020/03/07 17:00:00.0004, 25.7, 359.8, 336.9
2020/03/07 17:10:00.0038, 25.7, 355.4, 336.6
2020/03/07 17:20:00.0049, 25.7, 270.3, 333.2
2020/03/07 17:30:00.0077, 25.7, 273.6, 333.4
2020/03/07 17:40:00.0095, 25.7, 276.8, 333.2
2020/03/07 17:50:00.0111, 25.7, 276.4, 333.8
2020/03/07 18:00:00.0131, 25.8, 276.3, 333.5
2020/03/07 18:10:00.0005, 25.8, 277.5, 333.6
2020/03/07 18:20:00.0007, 25.8, 275.9, 333.6
2020/03/07 18:30:00.0031, 25.8, 275.8, 333.4
2020/03/07 18:40:00.0051, 25.8, 276.7, 333.1
2020/03/07 18:50:00.0071, 25.8, 277.4, 333.1
2020/03/07 19:00:00.0098, 25.9, 277.4, 333.0
2020/03/07 19:10:00.0118, 26.0, 275.6, 333.0
2020/03/07 19:20:00.0139, 26.0, 275.5, 333.1
2020/03/07 19:30:00.0154, 25.9, 275.7, 333.2
2020/03/07 19:40:00.0015, 25.9, 276.4, 333.3
2020/03/07 19:50:00.0031, 25.9, 275.6, 333.4
2020/03/07 20:00:00.0052, 25.9, 275.5, 333.3
2020/03/07 20:10:00.0072, 25.8, 276.5, 333.3
2020/03/07 20:20:00.0092, 25.8, 275.6, 333.6
2020/03/07 20:30:00.0120, 25.9, 278.0, 333.5
2020/03/07 20:40:00.0006, 25.9, 275.8, 333.5
2020/03/07 20:50:00.0004, 25.8, 276.9, 333.4
2020/03/07 21:00:00.0015, 25.9, 278.1, 333.5
2020/03/07 21:10:00.0006, 25.9, 275.6, 333.2
2020/03/07 21:20:00.0006, 26.0, 275.6, 333.1
2020/03/07 21:30:00.0004, 26.0, 275.6, 333.3
2020/03/07 21:40:00.0006, 26.0, 275.4, 333.1
2020/03/07 21:50:00.0006, 25.9, 275.5, 333.0
2020/03/07 22:00:00.0004, 26.0, 275.5, 333.0
2020/03/07 22:10:00.0004, 26.0, 277.5, 333.1
2020/03/07 22:20:00.0015, 26.0, 275.9, 332.9
2020/03/07 22:30:00.0035, 26.0, 275.5, 333.0
2020/03/07 22:40:00.0005, 25.9, 277.3, 333.4
2020/03/07 22:50:00.0006, 25.9, 278.2, 333.4
2020/03/07 23:00:00.0004, 25.9, 276.1, 333.5
2020/03/07 23:10:00.0004, 26.0, 278.3, 333.0
2020/03/07 23:20:00.0004, 25.9, 275.9, 333.4
2020/03/07 23:30:00.0006, 25.9, 277.5, 333.3
2020/03/07 23:40:00.0012, 25.9, 275.8, 333.5
2020/03/07 23:50:00.0035, 25.9, 275.8, 333.3
2020/03/08 00:00:00.0054, 26.0, 275.8, 333.0
2020/03/08 00:10:00.0006, 26.0, 277.0, 332.8
2020/03/08 00:20:00.0004, 26.1, 275.6, 332.8
2020/03/08 00:30:00.0004, 26.0, 276.3, 333.0
2020/03/08 00:40:00.0004, 26.0, 275.6, 332.7
2020/03/08 00:50:00.0006, 26.0, 276.4, 333.1
2020/03/08 01:00:00.0016, 26.0, 278.0, 333.0
2020/03/08 01:10:00.0035, 26.0, 276.7, 333.1
2020/03/08 01:20:00.0061, 26.0, 275.6, 333.3
2020/03/08 01:30:00.0087, 25.9, 277.1, 333.2
2020/03/08 01:40:00.0005, 26.0, 277.8, 333.1
2020/03/08 01:50:00.0006, 26.0, 275.6, 333.3
2020/03/08 02:00:00.0006, 26.0, 275.6, 333.3
2020/03/08 02:10:00.0021, 26.0, 276.5, 333.3
2020/03/08 02:20:00.0028, 26.0, 275.8, 333.1
2020/03/08 02:30:00.0051, 26.0, 277.5, 333.1
2020/03/08 02:40:00.0073, 26.0, 276.0, 333.0
2020/03/08 02:50:00.0090, 26.1, 276.0, 332.8
2020/03/08 03:00:00.0110, 26.1, 275.6, 332.9
2020/03/08 03:10:00.0006, 26.1, 275.8, 332.8
2020/03/08 03:20:00.0004, 26.1, 278.0, 333.0
2020/03/08 03:30:00.0013, 26.1, 275.7, 332.9
2020/03/08 03:40:00.0045, 26.1, 275.7, 333.0
2020/03/08 03:50:00.0050, 26.1, 275.7, 333.0
2020/03/08 04:00:00.0072, 26.1, 278.4, 333.0
2020/03/08 04:10:00.0088, 26.0, 276.2, 333.1
2020/03/08 04:20:00.0112, 26.1, 275.7, 333.1
2020/03/08 04:30:00.0134, 26.0, 275.6, 333.0
2020/03/08 04:40:00.0006, 26.0, 276.1, 333.3
2020/03/08 04:50:00.0012, 26.0, 275.6, 333.2
2020/03/08 05:00:00.0040, 26.1, 275.8, 332.9
2020/03/08 05:10:00.0059, 26.1, 275.6, 332.6
2020/03/08 05:20:00.0073, 26.1, 380.0, 335.5
2020/03/08 05:30:00.0096, 26.0, 360.1, 335.7
2020/03/08 05:40:00.0117, 26.0, 362.5, 335.9
2020/03/08 05:50:00.0135, 26.0, 369.2, 335.5
2020/03/08 06:00:00.0157, 25.9, 359.7, 335.7
2020/03/08 06:10:00.0012, 25.9, 360.2, 335.5
2020/03/08 06:20:00.0034, 25.9, 375.6, 335.6
2020/03/08 06:30:00.0060, 25.8, 350.5, 335.9
2020/03/08 06:40:00.0082, 25.9, 361.5, 335.6
2020/03/08 06:50:00.0004, 25.8, 351.5, 335.6
2020/03/08 07:00:00.0004, 25.9, 348.5, 335.6
2020/03/08 07:10:00.0006, 25.9, 345.5, 335.5
2020/03/08 07:20:00.0005, 25.9, 356.2, 335.4
2020/03/08 07:30:00.0013, 25.9, 345.3, 335.5
2020/03/08 07:40:00.0006, 25.9, 345.8, 335.7
2020/03/08 07:50:00.0005, 25.9, 330.9, 335.4
2020/03/08 08:00:00.0004, 25.8, 334.1, 335.3
2020/03/08 08:10:00.0004, 25.8, 332.1, 335.3
2020/03/08 08:20:00.0005, 25.8, 325.0, 335.2
2020/03/08 08:30:00.0006, 25.9, 311.2, 334.9
2020/03/08 08:40:00.0004, 25.9, 293.0, 334.0
2020/03/08 08:50:00.0017, 25.9, 279.0, 333.1
2020/03/08 09:00:00.0042, 25.8, 305.7, 334.3
2020/03/08 09:10:00.0006, 25.9, 317.1, 335.1
2020/03/08 09:20:00.0004, 25.9, 327.3, 335.6
2020/03/08 09:30:00.0006, 25.8, 269.0, 332.6
2020/03/08 09:40:00.0004, 25.9, -190.7, -160.7
2020/03/08 09:50:00.0006, 26.0, -387.1, -207.9
2020/03/08 10:00:00.0006, 25.9, -348.6, -188.1
2020/03/08 10:10:00.0029, 25.9, -276.5, -131.9
2020/03/08 10:20:00.0046, 25.9, 179.0, 304.8
2020/03/08 10:30:00.0066, 25.9, 201.4, 318.4
2020/03/08 10:40:00.0006, 25.9, 248.5, 331.1
2020/03/08 10:50:00.0004, 25.9, 239.4, 328.5
2020/03/08 11:00:00.0006, 25.9, 248.1, 329.7
2020/03/08 11:10:00.0005, 25.9, 250.5, 329.9
2020/03/08 11:20:00.0004, 25.9, 262.7, 331.5
2020/03/08 11:30:00.0023, 26.0, 266.8, 331.8
2020/03/08 11:40:00.0039, 25.9, 308.3, 334.4
2020/03/08 11:50:00.0059, 26.0, 329.5, 335.1
2020/03/08 12:00:00.0078, 26.0, 329.5, 335.1
2020/03/08 12:10:00.0005, 25.9, 324.0, 335.1
2020/03/08 12:20:00.0004, 25.9, 319.1, 335.0
2020/03/08 12:30:00.0006, 26.0, 301.3, 334.4
2020/03/08 12:40:00.0005, 25.9, 307.9, 334.6
2020/03/08 12:50:00.0017, 25.9, 294.7, 334.1
2020/03/08 13:00:00.0037, 26.0, 318.4, 334.6
2020/03/08 13:10:00.0057, 25.9, 325.7, 335.4
2020/03/08 13:20:00.0082, 25.9, 335.6, 335.5
2020/03/08 13:30:00.0096, 25.9, 344.7, 335.8
2020/03/08 13:40:00.0004, 25.9, 366.2, 335.8
2020/03/08 13:50:00.0004, 25.9, 345.1, 335.8
2020/03/08 14:00:00.0006, 25.9, 359.8, 335.7
2020/03/08 14:10:00.0013, 25.9, 343.3, 335.5
2020/03/08 14:20:00.0033, 25.9, 352.7, 335.8
2020/03/08 14:30:00.0051, 25.9, 369.3, 335.8
2020/03/08 14:40:00.0077, 25.9, 359.8, 335.8
2020/03/08 14:50:00.0092, 25.9, 361.4, 335.6
2020/03/08 15:00:00.0116, 25.9, 368.4, 336.0
2020/03/08 15:10:00.0005, 25.8, 349.7, 335.8
2020/03/08 15:20:00.0004, 25.8, 349.7, 335.9
2020/03/08 15:30:00.0007, 25.9, 369.2, 335.9
2020/03/08 15:40:00.0027, 25.8, 357.4, 335.9
